Customer_ID,Num_Bank_Accounts,Num_Credit_Card,Type_of_Loan,Credit_History_Age,Account_ID
CUS_0x6400,3,5,"Home Equity Loan, Personal Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",8 Years and 3 Months,10383
CUS_0x5abc,10,10,"Home Equity Loan, Not Specified, Debt Consolidation Loan, Student Loan, Student Loan, and Personal Loan",1 Years and 11 Months,10384
CUS_0x4132,9,7,"Debt Consolidation Loan, Debt Consolidation Loan, and Home Equity Loan",17 Years and 5 Months,10385
CUS_0x5240,9,6,"Auto Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Student Loan",13 Years and 1 Months,10386
CUS_0x658f,5,6,,25 Years and 11 Months,10387
CUS_0x200a,10,6,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Payday Loan, and Payday Loan",4 Years and 4 Months,10388
CUS_0xd61,6,6,"Payday Loan, Auto Loan, Auto Loan, Personal Loan, Debt Consolidation Loan, Auto Loan, and Auto Loan",10 Years and 4 Months,10389
CUS_0xaa8e,10,8,"Not Specified, Credit-Builder Loan, Not Specified, Auto Loan, Student Loan, Not Specified, Payday Loan, and Auto Loan",7 Years and 1 Months,10390
CUS_0x2eb0,7,3,"Payday Loan, and Debt Consolidation Loan",16 Years and 8 Months,10391
CUS_0xb8e,5,5,,20 Years and 4 Months,10392
CUS_0xb62c,4,5,"Student Loan, Debt Consolidation Loan, Not Specified, and Student Loan",15 Years and 7 Months,10393
CUS_0x9dc6,10,9,"Auto Loan, Payday Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",11 Years and 11 Months,10394
CUS_0x1d79,4,7,,24 Years and 8 Months,10395
CUS_0x8188,3,5,"Personal Loan, and Student Loan",17 Years and 5 Months,10396
CUS_0xfbd,8,4,Mortgage Loan,5 Years and 9 Months,10397
CUS_0xb73,6,8,"Mortgage Loan, Payday Loan, Student Loan, Auto Loan, and Not Specified",2 Years and 7 Months,10398
CUS_0x4916,0,4,Home Equity Loan,21 Years and 4 Months,10399
CUS_0x1de3,10,5,"Personal Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",9 Years and 1 Months,10400
CUS_0x8d3f,5,3,"Auto Loan, Auto Loan, and Home Equity Loan",,10401
CUS_0x3811,3,6,Mortgage Loan,24 Years and 1 Months,10402
CUS_0x26a1,4,5,Student Loan,18 Years and 11 Months,10403
CUS_0x15ec,1,2,"Home Equity Loan, Student Loan, and Not Specified",24 Years and 11 Months,10404
CUS_0x6322,10,6,"Credit-Builder Loan, Home Equity Loan, Mortgage Loan, Payday Loan, and Credit-Builder Loan",,10405
CUS_0x14d0,10,902,"Auto Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",,10406
CUS_0x2f7e,4,7,"Credit-Builder Loan, and Mortgage Loan",31 Years and 2 Months,10407
CUS_0x13fb,7,4,"Mortgage Loan, Mortgage Loan, and Auto Loan",9 Years and 1 Months,10408
CUS_0x9e9b,1344,8,"Credit-Builder Loan, Not Specified, Home Equity Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",1 Years and 8 Months,10409
CUS_0x374c,5,7,"Debt Consolidation Loan, Auto Loan, and Auto Loan",21 Years and 9 Months,10410
CUS_0x7a4a,8,3,"Student Loan, Debt Consolidation Loan, and Student Loan",22 Years and 4 Months,10411
CUS_0x5b64,6,3,"Debt Consolidation Loan, and Home Equity Loan",22 Years and 2 Months,10412
CUS_0x2a47,5,5,"Payday Loan, Personal Loan, Payday Loan, and Personal Loan",21 Years and 9 Months,10413
CUS_0xd97,3,6,"Debt Consolidation Loan, and Home Equity Loan",,10414
CUS_0x3cfc,9,8,"Student Loan, Mortgage Loan, Not Specified, Personal Loan, Mortgage Loan, Home Equity Loan, Student Loan, and Auto Loan",6 Years and 5 Months,10415
CUS_0x56a5,4,7,"Mortgage Loan, Mortgage Loan, and Mortgage Loan",31 Years and 2 Months,10416
CUS_0xae89,8,4,Auto Loan,20 Years and 1 Months,10417
CUS_0x436d,5,5,Auto Loan,24 Years and 2 Months,10418
CUS_0xb5a,9,7,"Home Equity Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Auto Loan, Auto Loan, and Personal Loan",7 Years and 4 Months,10419
CUS_0x75f,3,6,"Debt Consolidation Loan, Personal Loan, and Not Specified",14 Years and 11 Months,10420
CUS_0xcf8,6,10,"Home Equity Loan, Auto Loan, Auto Loan, and Home Equity Loan",16 Years and 4 Months,10421
CUS_0x4b5d,1,5,"Payday Loan, Credit-Builder Loan, and Mortgage Loan",31 Years and 1 Months,10422
CUS_0x1a85,5,5,"Personal Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",7 Years and 3 Months,10423
CUS_0x8533,4,3,"Mortgage Loan, and Debt Consolidation Loan",29 Years and 10 Months,10424
CUS_0x97ec,8,9,"Home Equity Loan, and Not Specified",11 Years and 4 Months,10425
CUS_0xaaff,7,3,Home Equity Loan,25 Years and 9 Months,10426
CUS_0xfdf,0,4,"Home Equity Loan, Auto Loan, and Home Equity Loan",24 Years and 7 Months,10427
CUS_0x2306,8,4,"Credit-Builder Loan, and Not Specified",29 Years and 5 Months,10428
CUS_0x4cf6,5,1,"Home Equity Loan, and Not Specified",22 Years and 7 Months,10429
CUS_0x30de,6,6,"Student Loan, Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",,10430
CUS_0x864c,3,5,Payday Loan,16 Years and 9 Months,10431
CUS_0x2526,6,9,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Personal Loan, Home Equity Loan, and Personal Loan",,10432
CUS_0xaff2,6,3,Personal Loan,26 Years and 10 Months,10433
CUS_0x8f3f,8,10,"Home Equity Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, Payday Loan, and Auto Loan",,10434
CUS_0xaef2,6,4,"Payday Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan",18 Years and 4 Months,10435
CUS_0x9515,9,8,"Student Loan, Payday Loan, Auto Loan, Payday Loan, Not Specified, Home Equity Loan, and Home Equity Loan",6 Years and 1 Months,10436
CUS_0x9d10,1379,3,Credit-Builder Loan,20 Years and 7 Months,10437
CUS_0xa439,7,3,"Home Equity Loan, Not Specified, Auto Loan, and Not Specified",21 Years and 10 Months,10438
CUS_0x5edc,6,5,"Auto Loan, Home Equity Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Auto Loan, and Student Loan",8 Years and 4 Months,10439
CUS_0x9b3f,6,7,"Debt Consolidation Loan, Payday Loan, Payday Loan, Not Specified, Not Specified, and Mortgage Loan",1 Years and 10 Months,10440
CUS_0x4e42,0,5,Debt Consolidation Loan,32 Years and 2 Months,10441
CUS_0xb426,7,10,"Home Equity Loan, Personal Loan, Mortgage Loan, Not Specified, Student Loan, Not Specified, and Student Loan",17 Years and 4 Months,10442
CUS_0x970b,7,7,"Payday Loan, Student Loan, Payday Loan, Personal Loan, Mortgage Loan, Payday Loan, and Auto Loan",14 Years and 4 Months,10443
CUS_0x2dc0,6,9,"Not Specified, and Debt Consolidation Loan",10 Years and 10 Months,10444
CUS_0x3f35,7,138,Payday Loan,26 Years and 1 Months,10445
CUS_0x86ed,8,8,"Student Loan, Auto Loan, Payday Loan, Student Loan, Not Specified, Home Equity Loan, and Personal Loan",7 Years and 10 Months,10446
CUS_0x4187,4,3,"Personal Loan, and Debt Consolidation Loan",5 Years and 9 Months,10447
CUS_0xc1b3,7,7,"Credit-Builder Loan, and Not Specified",15 Years and 8 Months,10448
CUS_0x8802,7,692,Auto Loan,20 Years and 8 Months,10449
CUS_0xae6c,7,9,"Personal Loan, Auto Loan, Not Specified, Home Equity Loan, Payday Loan, Auto Loan, and Not Specified",3 Years and 10 Months,10450
CUS_0x4b12,4,6,"Mortgage Loan, and Auto Loan",10 Years and 2 Months,10451
CUS_0x36d4,4,7,"Auto Loan, Student Loan, and Auto Loan",28 Years and 8 Months,10452
CUS_0xc11f,6,8,"Not Specified, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Student Loan",0 Years and 11 Months,10453
CUS_0x649e,4,7,"Mortgage Loan, Payday Loan, and Mortgage Loan",17 Years and 1 Months,10454
CUS_0x80dd,8,5,,28 Years and 7 Months,10455
CUS_0x8c6f,9,5,"Payday Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",5 Years and 8 Months,10456
CUS_0xacfc,7,5,"Student Loan, Home Equity Loan, and Debt Consolidation Loan",18 Years and 3 Months,10457
CUS_0x20d0,9,8,"Student Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan",5 Years and 4 Months,10458
CUS_0x144c,4,4,"Auto Loan, Student Loan, and Payday Loan",24 Years and 7 Months,10459
CUS_0x3fc2,5,6,"Not Specified, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan",31 Years and 11 Months,10460
CUS_0xa39,0,7,,25 Years and 3 Months,10461
CUS_0x86e7,5,6,"Home Equity Loan, Not Specified, Personal Loan, Mortgage Loan, Payday Loan, and Credit-Builder Loan",,10462
CUS_0x5eda,4,5,"Credit-Builder Loan, and Not Specified",23 Years and 10 Months,10463
CUS_0xae96,3,4,"Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, and Not Specified",,10464
CUS_0x7dea,8,3,"Payday Loan, and Credit-Builder Loan",31 Years and 10 Months,10465
CUS_0x9a3d,3,6,"Mortgage Loan, Payday Loan, Mortgage Loan, and Personal Loan",29 Years and 1 Months,10466
CUS_0x1ccf,6,8,"Home Equity Loan, and Home Equity Loan",5 Years and 11 Months,10467
CUS_0x81e9,10,5,"Auto Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Credit-Builder Loan, Not Specified, Credit-Builder Loan, and Student Loan",2 Years and 2 Months,10468
CUS_0x1a16,9,966,"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Personal Loan, Home Equity Loan, and Personal Loan",8 Years and 3 Months,10469
CUS_0x5c66,6,5,Not Specified,17 Years and 1 Months,10470
CUS_0x7f40,3,6,"Mortgage Loan, and Mortgage Loan",23 Years and 3 Months,10471
CUS_0x331a,6,10,"Not Specified, Not Specified, Credit-Builder Loan, Student Loan, and Student Loan",9 Years and 10 Months,10472
CUS_0xb5c0,8,6,,,10473
CUS_0xb4c9,6,5,"Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Auto Loan",4 Years and 11 Months,10474
CUS_0x2a85,10,7,"Mortgage Loan, Home Equity Loan, Auto Loan, Auto Loan, Home Equity Loan, Not Specified, and Personal Loan",,10475
CUS_0x9070,7,4,"Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan, and Home Equity Loan",9 Years and 3 Months,10476
CUS_0x5b9c,4,2,"Personal Loan, and Personal Loan",16 Years and 4 Months,10477
CUS_0x6611,10,5,"Not Specified, Auto Loan, Home Equity Loan, Payday Loan, Personal Loan, Not Specified, and Debt Consolidation Loan",13 Years and 5 Months,10478
CUS_0xb367,5,7,"Home Equity Loan, Student Loan, and Home Equity Loan",5 Years and 11 Months,10479
CUS_0x5c09,4,3,"Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, and Payday Loan",7 Years and 8 Months,10480
CUS_0x39d4,8,220,"Mortgage Loan, Student Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Auto Loan, and Auto Loan",15 Years and 7 Months,10481
CUS_0x8141,7,1061,"Not Specified, Auto Loan, Personal Loan, Not Specified, Not Specified, Not Specified, Credit-Builder Loan, Auto Loan, and Payday Loan",19 Years and 5 Months,10482
CUS_0xa4ac,4,5,,22 Years and 7 Months,10483
CUS_0x657f,6,6,"Personal Loan, Mortgage Loan, and Personal Loan",,10484
CUS_0x5d0b,8,7,"Credit-Builder Loan, Student Loan, Payday Loan, Not Specified, Not Specified, and Student Loan",13 Years and 9 Months,10485
CUS_0x3489,2,5,"Mortgage Loan, Not Specified, Credit-Builder Loan, and Student Loan",15 Years and 10 Months,10486
CUS_0x432a,5,6,"Mortgage Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",16 Years and 4 Months,10487
CUS_0x4ad7,3,6,Student Loan,29 Years and 7 Months,10488
CUS_0x45c0,3,3,"Not Specified, Auto Loan, and Auto Loan",21 Years and 3 Months,10489
CUS_0x4b91,5,5,"Payday Loan, Auto Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, and Student Loan",,10490
CUS_0x460d,3,2,,29 Years and 5 Months,10491
CUS_0x86a7,8,6,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Student Loan, and Auto Loan",,10492
CUS_0x4d12,0,2,,32 Years and 7 Months,10493
CUS_0x43d,10,7,"Personal Loan, Personal Loan, Personal Loan, Student Loan, and Mortgage Loan",9 Years and 11 Months,10494
CUS_0x6620,6,9,"Payday Loan, Auto Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Personal Loan, and Auto Loan",3 Years and 4 Months,10495
CUS_0x4d94,5,3,"Not Specified, Not Specified, Not Specified, and Auto Loan",16 Years and 3 Months,10496
CUS_0x6cdd,3,5,"Not Specified, and Credit-Builder Loan",24 Years and 7 Months,10497
CUS_0xb5a8,3,7,"Credit-Builder Loan, and Mortgage Loan",25 Years and 5 Months,10498
CUS_0xaea7,8,8,"Home Equity Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Home Equity Loan",13 Years and 7 Months,10499
CUS_0xb8a7,5,7,,15 Years and 3 Months,10500
CUS_0xb38f,2,3,"Student Loan, and Not Specified",32 Years and 3 Months,10501
CUS_0xac7d,7,3,"Not Specified, Payday Loan, and Student Loan",23 Years and 5 Months,10502
CUS_0xbf38,104,3,,14 Years and 1 Months,10503
CUS_0x9d36,5,4,"Payday Loan, Home Equity Loan, Payday Loan, and Auto Loan",8 Years and 5 Months,10504
CUS_0x344e,5,3,,20 Years and 7 Months,10505
CUS_0x70dc,10,8,"Auto Loan, Student Loan, Payday Loan, Mortgage Loan, and Home Equity Loan",,10506
CUS_0x2a25,9,8,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",10 Years and 10 Months,10507
CUS_0x6f1b,7,4,"Home Equity Loan, Personal Loan, Payday Loan, and Home Equity Loan",17 Years and 5 Months,10508
CUS_0x86dd,6,6,Credit-Builder Loan,25 Years and 4 Months,10509
CUS_0x6975,6,781,"Personal Loan, Home Equity Loan, Auto Loan, Payday Loan, and Not Specified",7 Years and 7 Months,10510
CUS_0x828f,5,4,"Auto Loan, and Home Equity Loan",20 Years and 8 Months,10511
CUS_0x4d01,10,9,"Debt Consolidation Loan, Personal Loan, and Payday Loan",8 Years and 3 Months,10512
CUS_0x4d7a,5,6,Payday Loan,32 Years and 4 Months,10513
CUS_0x3fcd,6,6,"Debt Consolidation Loan, Personal Loan, Auto Loan, Home Equity Loan, Auto Loan, Student Loan, Payday Loan, and Payday Loan",7 Years and 10 Months,10514
CUS_0x7b8c,5,4,,30 Years and 4 Months,10515
CUS_0x3fc3,3,7,"Debt Consolidation Loan, Home Equity Loan, and Credit-Builder Loan",19 Years and 8 Months,10516
CUS_0xa78f,7,4,"Home Equity Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Not Specified",,10517
CUS_0x305c,5,3,"Student Loan, and Personal Loan",13 Years and 2 Months,10518
CUS_0x21c8,3,6,"Payday Loan, and Payday Loan",30 Years and 9 Months,10519
CUS_0x7c71,2,4,,26 Years and 3 Months,10520
CUS_0xa40e,9,9,"Auto Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",8 Years and 9 Months,10521
CUS_0x5654,4,3,Student Loan,18 Years and 7 Months,10522
CUS_0x6f4a,6,4,"Not Specified, and Payday Loan",19 Years and 11 Months,10523
CUS_0x58a3,6,6,"Auto Loan, and Credit-Builder Loan",16 Years and 8 Months,10524
CUS_0x6728,5,924,"Debt Consolidation Loan, Student Loan, and Auto Loan",24 Years and 3 Months,10525
CUS_0x9d60,10,5,"Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, and Home Equity Loan",8 Years and 1 Months,10526
CUS_0x2717,5,5,"Personal Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan",25 Years and 9 Months,10527
CUS_0xee1,7,8,"Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Home Equity Loan, and Personal Loan",19 Years and 9 Months,10528
CUS_0x4e3b,9,10,"Mortgage Loan, and Personal Loan",17 Years and 8 Months,10529
CUS_0x56bb,4,4,Mortgage Loan,16 Years and 11 Months,10530
CUS_0x1def,6,8,"Mortgage Loan, Not Specified, Not Specified, Debt Consolidation Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",9 Years and 3 Months,10531
CUS_0x29a3,8,7,"Not Specified, Debt Consolidation Loan, Student Loan, Payday Loan, Personal Loan, Mortgage Loan, and Personal Loan",3 Years and 2 Months,10532
CUS_0x7e5b,4,3,"Auto Loan, Mortgage Loan, Student Loan, Payday Loan, Payday Loan, Auto Loan, and Not Specified",12 Years and 10 Months,10533
CUS_0x1edc,8,4,"Credit-Builder Loan, and Credit-Builder Loan",28 Years and 5 Months,10534
CUS_0x5082,1637,5,"Mortgage Loan, and Credit-Builder Loan",17 Years and 8 Months,10535
CUS_0x2516,5,3,"Personal Loan, Mortgage Loan, Not Specified, and Credit-Builder Loan",26 Years and 5 Months,10536
CUS_0x46d2,8,6,"Student Loan, Student Loan, Payday Loan, Student Loan, Payday Loan, Personal Loan, Personal Loan, and Mortgage Loan",6 Years and 2 Months,10537
CUS_0x2c48,8,5,"Debt Consolidation Loan, Student Loan, Mortgage Loan, and Mortgage Loan",15 Years and 8 Months,10538
CUS_0xb2a9,3,5,"Auto Loan, Debt Consolidation Loan, and Payday Loan",20 Years and 8 Months,10539
CUS_0xa488,8,3,"Payday Loan, and Credit-Builder Loan",14 Years and 9 Months,10540
CUS_0x36e1,6,8,"Personal Loan, Student Loan, and Mortgage Loan",9 Years and 1 Months,10541
CUS_0x3d63,4,6,,25 Years and 8 Months,10542
CUS_0x91c8,4,5,"Payday Loan, Debt Consolidation Loan, Not Specified, and Credit-Builder Loan",24 Years and 1 Months,10543
CUS_0x7351,9,10,"Mortgage Loan, Debt Consolidation Loan, Personal Loan, Personal Loan, and Debt Consolidation Loan",10 Years and 8 Months,10544
CUS_0x7e6f,0,6,,28 Years and 7 Months,10545
CUS_0x3abe,7,8,"Payday Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Home Equity Loan, and Student Loan",14 Years and 9 Months,10546
CUS_0x2da9,4,5,"Payday Loan, and Personal Loan",24 Years and 5 Months,10547
CUS_0x717a,0,1,"Home Equity Loan, Student Loan, and Home Equity Loan",21 Years and 10 Months,10548
CUS_0x9e31,7,5,"Debt Consolidation Loan, Not Specified, Personal Loan, Payday Loan, Student Loan, and Payday Loan",15 Years and 1 Months,10549
CUS_0x85f4,0,7,"Not Specified, Not Specified, and Payday Loan",21 Years and 2 Months,10550
CUS_0x1098,7,5,"Auto Loan, and Payday Loan",18 Years and 4 Months,10551
CUS_0x93ba,5,7,Student Loan,19 Years and 8 Months,10552
CUS_0x42e4,2,6,"Student Loan, and Home Equity Loan",23 Years and 10 Months,10553
CUS_0xb4b3,6,5,"Home Equity Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Payday Loan",3 Years and 10 Months,10554
CUS_0xac33,10,6,"Payday Loan, Credit-Builder Loan, Payday Loan, Student Loan, Not Specified, and Debt Consolidation Loan",0 Years and 11 Months,10555
CUS_0xb96c,10,6,"Auto Loan, Student Loan, Personal Loan, Debt Consolidation Loan, and Not Specified",6 Years and 2 Months,10556
CUS_0x65a0,10,5,"Mortgage Loan, Credit-Builder Loan, Auto Loan, Payday Loan, and Mortgage Loan",19 Years and 3 Months,10557
CUS_0x1c59,5,4,"Debt Consolidation Loan, Debt Consolidation Loan, and Payday Loan",,10558
CUS_0x80b8,9,9,"Auto Loan, Personal Loan, Student Loan, and Payday Loan",12 Years and 1 Months,10559
CUS_0x7dd8,5,3,"Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",20 Years and 2 Months,10560
CUS_0xbb0c,8,3,Personal Loan,16 Years and 5 Months,10561
CUS_0x9442,8,9,"Student Loan, Payday Loan, Payday Loan, Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",12 Years and 3 Months,10562
CUS_0x7483,4,4,"Mortgage Loan, Payday Loan, Not Specified, and Payday Loan",17 Years and 9 Months,10563
CUS_0x9bb3,5,7,"Credit-Builder Loan, Mortgage Loan, Not Specified, Credit-Builder Loan, and Auto Loan",19 Years and 4 Months,10564
CUS_0xaff7,6,4,"Not Specified, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",21 Years and 8 Months,10565
CUS_0x9893,6,4,"Payday Loan, Home Equity Loan, Auto Loan, Mortgage Loan, Auto Loan, and Personal Loan",17 Years and 1 Months,10566
CUS_0x4e95,2,6,"Mortgage Loan, Auto Loan, Not Specified, and Not Specified",16 Years and 3 Months,10567
CUS_0x3e67,2,4,"Credit-Builder Loan, Not Specified, and Credit-Builder Loan",15 Years and 5 Months,10568
CUS_0x758e,3,3,,27 Years and 10 Months,10569
CUS_0x471c,7,7,"Personal Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, and Home Equity Loan",9 Years and 3 Months,10570
CUS_0x856b,2,3,"Home Equity Loan, Home Equity Loan, Not Specified, and Not Specified",31 Years and 7 Months,10571
CUS_0x2c04,5,4,,30 Years and 3 Months,10572
CUS_0x288b,2,5,,25 Years and 3 Months,10573
CUS_0x3ad4,4,479,"Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",24 Years and 1 Months,10574
CUS_0x9fdc,0,1343,,,10575
CUS_0x4182,8,4,"Debt Consolidation Loan, and Debt Consolidation Loan",,10576
CUS_0x83ea,10,8,"Home Equity Loan, Student Loan, Payday Loan, Credit-Builder Loan, Student Loan, and Home Equity Loan",,10577
